PCB names,FreeRouting,,,,PcbRouter,,,,RL-MCTS,,,,Original solution,,,
eBUS-Adapter_Henning,Yes,404.4755262,0,2.54,Yes,397.12003773770715,1,2.0,No,,,,Yes,469.33436480948006,0,N/A
edid-injector_edid-injector,Yes,1423.4090196476488,25,73.66,Yes,1269.2178844029847,60,103.0,No,,,,Yes,1385.0962414783482,59,N/A
eeg_brainboard_batteryv0,Yes,1279.324087684009,15,39.65,No,,,,No,,,,Yes,1336.5960979903878,31,N/A
eeg_brainboard_wearable,Yes,1143.1952975943375,31,257.51,No,,,,No,,,,Yes,1088.1760534265768,54,N/A
eeg_brainboard_wearable_v2,No,,,,No,,,,No,,,,Yes,2397.383384259496,79,N/A
eeg_brainboardv0,No,,,,No,,,,No,,,,Yes,2258.775651402426,51,N/A
eeg_brainboardv1,Yes,2645.9479749793404,58,1086.48,No,,,,No,,,,Yes,2857.7704797079623,105,N/A
eeg_brainboardv2,Yes,1954.3330525491865,25,3146.7,No,,,,No,,,,Yes,2074.2178955621266,53,N/A
eeg_muscleboardv0,Yes,841.5785918,21,1270.21,Yes,713.3056868968475,114,426.0,No,,,,Yes,928.8289165069202,45,N/A
eink-adapter_eink,Yes,2492.915709,56,1202.26,No,,,,No,,,,Yes,2467.717354282137,51,N/A
elbsupply_elbsupply,No,,,,No,,,,No,,,,Yes,2662.5154735782626,55,N/A
elec-power-bms_OSBMS Balancer Rev1,No,,,,No,,,,No,,,,Yes,1461.6572051388694,36,N/A
elec-power-bms_rLoopPowerBms,No,,,,Yes,1677.4111445968172,145,286.0,No,,,,Yes,1958.6444917273527,53,N/A
elec_power_dispatch,No,,,,No,,,,No,,,,Yes,1384.0044718052354,20,N/A
elec_turbo_brushless,No,,,,No,,,,No,,,,Yes,2279.5856355330657,72,N/A
epapercard_epapercard,Yes,1909.879723,23,580.31,No,,,,No,,,,Yes,1976.737663584573,39,N/A
esp-leipa_esp-12,Yes,408.2737366,3,24.06,Yes,355.29477751567634,20,5.0,No,,,,Yes,454.47358760466244,14,N/A
esp-serial-terminal_esp-com,Yes,596.9410666962017,1,23.520000000000003,No,,,,No,,,,Yes,661.671956541338,10,N/A
esp12-appliance_mod_esp12-appliance-mod,Yes,719.4363179284306,6,20.5,Yes,689.6395453549683,16,15.0,No,,,,Yes,822.621135365627,14,N/A
esp12-breakout_ESP12Breakout,Yes,200.1031565,0,1.81,Yes,182.92495422461974,2,1.0,No,,,,Yes,200.8835846288719,10,N/A
esp32-cantroller_EltekController,Yes,843.3072673,2,232.55,No,,,,No,,,,Yes,918.2449971994957,22,N/A
esp32-ethernet_esp32-ethernet,Yes,1385.51844,33,364.12,No,,,,No,,,,Yes,1449.8159444377038,53,N/A
esp32-iot-uno_esp32-iot-uno-hw,No,,,,No,,,,No,,,,Yes,3062.4484889698524,106,N/A
esp32stack_esp32stack,Yes,1105.725599,12,50.74,No,,,,No,,,,Yes,1125.7473451706462,20,N/A
esp8266-12f-board_esp8266,Yes,290.4670304,0,3.13,No,,,,No,,,,Yes,341.7816366788234,0,N/A
esp8266-breakout_esp8266-12-breakout,Yes,599.3215764875429,7,20.15,Yes,507.88921308192914,40,8.0,No,,,,Yes,591.6456239665745,16,N/A
esp8266-external-temp-sensor_external-temp-sensor,Yes,276.8881215,0,2.07,Yes,253.5889661216446,8,1.0,No,,,,Yes,281.152360836926,1,N/A
esp8266_32x32panel_esp_12_f_595,Yes,1695.797609111354,33,376.36,Yes,1507.6117370571285,92,43.0,No,,,,Yes,1645.8209645998816,36,N/A
esp8266_32x32panel_esp_12_f_595_ORDERED,Yes,1617.7707269556613,22,478.84999999999997,Yes,1507.6117370571285,92,43.0,No,,,,Yes,1645.8209645998813,36,N/A
esp8266_envmonitor_environment-monitor,Yes,360.8668209,0,4.48,Yes,318.00674531000845,10,2.0,No,,,,Yes,362.00177153189713,1,N/A
esp8266_envmonitor_environment-monitor-1.2,Yes,370.0747904,1,3.65,Yes,329.5078908484187,9,2.0,No,,,,Yes,347.97625547248197,4,N/A
esp8266_envmonitor_environment-monitor-1.4,Yes,360.8668209,0,4.88,Yes,318.00674531000845,10,2.0,No,,,,Yes,400.613876345205,1,N/A
esp8266_esp-output,No,,,,Yes,1623.7267208909202,39,1110.0,No,,,,Yes,1835.5375809648424,14,N/A
esp8266_link_test_esp12e-generics,Yes,178.9795581,1,3.06,Yes,160.980416029556,5,1.0,No,,,,Yes,169.82165843143522,0,N/A
esp8266_link_test_esp_micro85-only,No,,,,Yes,109.55325389146518,18,7.0,No,,,,Yes,129.09681517369165,0,N/A
esp8266_network_speaker_esp_network_speaker,Yes,627.3903,19,51.53,Yes,524.9594768534472,43,9.0,No,,,,Yes,644.0490600137371,28,N/A
esp8266_wi07_3_adapter_esp,Yes,117.3253275,1,1.7,Yes,106.9213296994327,5,1.0,No,,,,Yes,115.71135509581838,6,N/A
esp_hat_esp_hat,No,,,,No,,,,No,,,,Yes,862.1090840240926,15,N/A
esp_toggl_togglbutton,Yes,198.9718,0,0.89,No,,,,No,,,,Yes,238.96357371893978,2,N/A
espalarm_alarm,No,,,,Yes,1627.6974294664083,55,43.0,No,,,,Yes,2061.3753393234806,60,N/A
espeverywhere__autosave-espeverywhere_breakout,Yes,135.6355132,0,0.58,Yes,132.8548339959392,0,0.1,No,,,,Yes,134.03444177178125,0,N/A
espeverywhere_espeverywhere,Yes,764.552134,9,129.13,No,,,,No,,,,Yes,828.6614207426942,23,N/A
espionage_esplight,Yes,381.2753637,6,7.69,Yes,354.588605259049,12,2.0,No,,,,Yes,436.87519063126956,14,N/A
eurorack_headphones_eurorack_headphones,Yes,875.3050685553117,2,21.73,No,,,,No,,,,Yes,957.7833306378795,8,N/A
everled_everled,Yes,136.4891128,2,2.22,Yes,128.07718696915333,5,1.0,No,,,,Yes,166.26448414017042,1,N/A
ezusb-logicanalyzer_cypress_logic_analyzer,Yes,511.47365871969885,0,3.95,Yes,459.2735337241252,8,5.0,No,,,,Yes,514.008472841323,0,N/A
f.60_keyboard,No,,,,Yes,3961.725865239654,11,102.0,No,,,,Yes,4212.409715683175,18,N/A
f4fc_f4fc,No,,,,No,,,,No,,,,Yes,2211.1386931042516,142,N/A
fan_controller_fan_controller,Yes,888.0663007,9,69.66,Yes,735.3333302718124,47,7.0,No,,,,Yes,871.2414757659833,20,N/A
fifogfx_c64cart,No,,,,No,,,,No,,,,Yes,3209.521256456313,0,N/A
filament_extruder_extruder,Yes,825.9904727,5,27.83,No,,,,No,,,,Yes,879.3823068666005,1,N/A
filament_extruder_sensor,Yes,384.4091217,0,1.92,Yes,449.4495780278196,0,4.0,No,,,,Yes,473.03220268901237,0,N/A
fingerprint-with-esp32_quet van tay,Yes,471.9796588740967,0,1.45,No,,,,No,,,,Yes,512.7651579092668,5,N/A
firefly-jar_solar_lamp,Yes,275.9742957,0,0.95,No,,,,No,,,,Yes,285.63930466570804,0,N/A
flatpack2-adapter_EltekFlatpack2,Yes,498.8259168,0,9.25,No,,,,No,,,,Yes,481.1550350058094,4,N/A
flip32plus_flip32,No,,,,Yes,1393.8204400253082,232,41.0,No,,,,Yes,1445.9409445194008,71,N/A
fp2_extension_sample_fp2_usb_breakout,Yes,58.3626835,0,0.69,No,,,,No,,,,Yes,60.68758489076942,2,N/A
free-of-charge_BMS,No,,,,No,,,,No,,,,Yes,2008.900784544229,62,N/A
freeDSP-CLASSIC-SMD-BALANCED_FreeDSP_BAL,No,,,,No,,,,No,,,,Yes,4442.558821896067,54,N/A
freeDSPx-AMP-x4_freeDSPx-AMPx4,No,,,,No,,,,No,,,,Yes,2252.2522044694065,49,N/A
freeUSBi_USBi_Programmer,Yes,534.484,2,15.07,Yes,487.3993762221879,16,3.0,No,,,,Yes,557.4260863459996,7,N/A
front-end-modules_LimeSDR_Sony,No,,,,No,,,,No,,,,Yes,2378.7132884397834,107,N/A
fst-01_fst-01,No,,,,No,,,,No,,,,Yes,309.0023834358327,7,N/A
fuzzer_fuzzer,Yes,569.8597,8,137.44,No,,,,No,,,,Yes,544.4381186931854,27,N/A
gadget-speed-radar_gadget_speed_radar_rev2,Yes,287.7927823,5,11.05,No,,,,No,,,,Yes,293.76631530079663,6,N/A
gamelights_leds,Yes,191.914837,9,10.2,Yes,200.23121752333222,14,2.0,No,,,,Yes,239.4009270116136,10,N/A
gdrom_adapter_board_adapter,Yes,3143.069648,22,656.26,No,,,,No,,,,Yes,3617.8635203715007,27,N/A
gepetto_circuito,Yes,958.8350115,1,10.25,Yes,910.1975276500198,14,12.0,No,,,,Yes,1271.2906399974845,32,N/A
gpsclock_clock,Yes,1305.4626698163631,3,7.87,Yes,1171.7845055816326,19,15.0,No,,,,Yes,1585.23356364854,15,N/A
gsm-iot-core-hw_gsm-iot-core,No,,,,No,,,,No,,,,Yes,1873.9757576453705,100,N/A
guitar_fret,No,,,,No,,,,No,,,,Yes,999.653639493295,35,N/A
gwurrbus_gwurrbus-relay,Yes,674.4457722,0,3.12,Yes,669.5947886367534,1,7.0,No,,,,Yes,717.8572092334002,0,N/A
gwurrbus_pwm,Yes,1039.33965,0,4.1,No,,,,No,,,,Yes,1131.1278013844092,0,N/A
hackaday_esp-14_power_meter__autosave-esp-14,Yes,165.6723232,0,0.64,Yes,154.0068222787822,0,1.0,No,,,,Yes,160.91175967218084,0,N/A
hackyflasher_Flasher,No,,,,Yes,643.7228717775008,3,34.0,No,,,,Yes,733.916403478374,6,N/A
hamityanik_ULP-Weather-Logger,No,,,,No,,,,No,,,,Yes,1080.649,26,N/A
hardware-designs_c-trigger,Yes,84.52445235,0,0.38,Yes,84.57888886054567,0,0.1,No,,,,Yes,84.63340112819284,0,N/A
hardware-designs_cc430-debug-board,Yes,954.1633,8,26.88,Yes,930.5769341014678,58,58.0,No,,,,Yes,1102.722457053568,13,N/A
hardware-designs_energy-harvester,Yes,286.8849044477614,0,7.8500000000000005,Yes,233.90197768908618,14,19.0,No,,,,Yes,296.3516067581534,3,N/A
hardware-designs_m-trigger,Yes,97.93312693270428,0,0.51,Yes,97.81513703397202,0,0.1,No,,,,Yes,102.47661636398776,0,N/A
hardware-designs_nixie-combo,Yes,2940.199384,4,40.08,Yes,2527.4598754102985,72,59.0,No,,,,Yes,3103.5484669518282,34,N/A
hardware-designs_nixie-power,Yes,459.9393883445098,0,7.22,Yes,426.1342321949489,11,4.0,No,,,,Yes,508.95726212968026,1,N/A
hardware-designs_si7021-board,Yes,104.6464563,1,1.13,Yes,106.0676210233249,3,0.1,No,,,,Yes,112.2476113658205,1,N/A
hardware-designs_soil-moisture-sensor,No,,,,No,,,,No,,,,Yes,511.12546926900427,5,N/A
hardware-designs_solar-harvester,Yes,238.4050597723907,0,3.03,Yes,215.56587834997038,6,1.0,No,,,,Yes,260.9851875184095,2,N/A
hardware-designs_spirit1-board,No,,,,No,,,,No,,,,Yes,395.9084609968371,8,N/A
hardware-designs_spsgrf-board,Yes,173.1578,4,4.51,Yes,162.00764799263658,8,1.0,No,,,,Yes,234.60674333086482,7,N/A
headstage-adapter_headstage adapter,Yes,1879.344278583157,4,160.13,No,,,,No,,,,Yes,1876.069062325035,3,N/A
helmholtz-servo_CurrentServo,Yes,2545.137415,3,457.99,No,,,,No,,,,Yes,2945.528477560779,29,N/A
hillhacks2016_badge_badge1,Yes,746.4592471,0,3.44,Yes,710.6931070735214,9,10.0,No,,,,Yes,791.2184965655874,1,N/A
hm-mod-rpi-rtc_hm-mod-rpi-rtc,Yes,378.9438424,2,24.16,Yes,298.70005367163145,14,2.0,No,,,,Yes,348.6304987500681,10,N/A
hotstick_Wand,No,,,,No,,,,No,,,,Yes,567.613550132084,31,N/A
hw_trials_demo,Yes,1119.2048082202432,13,24.55,No,,,,No,,,,Yes,1201.9351923060415,22,N/A
hwstar_ac-power-monitor,No,,,,Yes,1015.538,46,62,No,,,,Yes,1199.687,20,N/A
i2lcd__autosave-i2lcd,Yes,724.6294808697503,14,141.92,Yes,718.8951367278819,85,35.0,No,,,,Yes,718.2650649011206,32,N/A
i2lcd_i2lcd,No,,,,Yes,859.6779809543375,89,66.0,No,,,,Yes,718.6658248286743,32,N/A
iCE40-DIO_ICE40-DIO_Rev_A,Yes,3121.541464,81,2995.71,Yes,4076.0013086919353,447,190.0,No,,,,Yes,2994.0677173883055,120,N/A
iCE40-IO_ICE40-IO_Rev_A,Yes,1912.17,16,44.16,No,,,,No,,,,Yes,1938.1574805178939,37,N/A
ice40_stm32_fsmc_test_pcb_fsmc_ice40,Yes,2296.241018,69,883.16,No,,,,No,,,,Yes,2409.7223216247626,77,N/A
icehat_icehat,No,,,,No,,,,No,,,,Yes,1502.97873933858,32,N/A
imfr-schematics_Telescopio,Yes,1319.798125,0,5.28,Yes,1280.383762188594,7,41.0,No,,,,Yes,1731.2455339557055,0,N/A
induction-hob_temperature-sender,Yes,706.2997788666136,15,49.97,No,,,,No,,,,Yes,706.6347855878568,15,N/A
induction-hob_temperature-sensor,Yes,44.78042798,8,8.9,Yes,41.12851236041525,8,0.1,No,,,,Yes,46.16275100630741,8,N/A
iotuz-esp32-hardware_IoTuz,No,,,,No,,,,No,,,,Yes,7957.809215321814,175,N/A
ipod-serial-adapter_s1_ipod_serial,Yes,600.8681043,15,97.95,Yes,528.7235010397907,45,65.0,No,,,,Yes,631.6732904326956,16,N/A
iso50_pcb,No,,,,No,,,,No,,,,Yes,6029.990108053955,45,N/A
jadonk_PocketBone,Yes,1555.186,65,878.153,No,,,,No,,,,Yes,1649.745,78,N/A
jdy-08-board_jdy-08,Yes,422.316236,0,2.01,Yes,393.8629337348009,10,2.0,No,,,,Yes,417.2969439548366,1,N/A
juno-chorus-clone_juno-chorus-clone,No,,,,Yes,4203.6469288050985,81,968.0,No,,,,Yes,4239.27463105288,10,N/A
karabas-nano_karabas-nano-revA,No,,,,Yes,13096.243260999803,2494,3943.0,No,,,,Yes,10204.337640020243,363,N/A
karabas-nano_karabas-nano-revB,No,,,,Yes,14129.071699944487,2754,4175.0,No,,,,Yes,10445.260230383185,396,N/A
karabas-nano_karabas-nano-revC,No,,,,Yes,14369.16121680287,2761,4553.0,No,,,,Yes,10816.75103657312,431,N/A
karabas-nano_karabas-nano-revG,No,,,,No,,,,No,,,,Yes,10819.75613120311,417,N/A
karabas-nano_wifi_revA,Yes,315.2718738805664,0,1.6800000000000002,No,,,,No,,,,Yes,317.4746289588649,2,N/A
kassenautomat.mdb-interface_mdb-interface,Yes,2211.627211,10,474.83,No,,,,No,,,,Yes,2492.029458425294,38,N/A
kelvindmmwifi_kelvindmmwifi,Yes,337.9124844323472,3,6.87,Yes,293.8664839610499,13,11.0,No,,,,Yes,342.95029161326727,2,N/A
keyboard_converter_adapter_ibm4704_converter_adapter_ibm4704,Yes,183.7515584,0,0.92,No,,,,No,,,,Yes,220.40380125110426,1,N/A
keyboard_converter_converter,No,,,,No,,,,No,,,,Yes,757.2548544491694,27,N/A
keytee_pcb,No,,,,No,,,,No,,,,Yes,387.54028043821785,36,N/A
kicad-esp8266-led-shld_ESP8266_LED_shld,Yes,999.542581,5,11.59,No,,,,No,,,,Yes,1073.3502727563489,5,N/A
kicad-guitar-preamp_Preamp-Instructables,Yes,144.8309851,0,0.58,Yes,145.09638436322777,0,0.1,No,,,,Yes,157.22539554443577,0,N/A
kicad-projects_BatCharge,Yes,164.1877296,0,7.79,No,,,,No,,,,Yes,131.55381781143174,10,N/A
kicad-projects_dice,Yes,1024.9314868666638,4,44.79,Yes,852.8956582579383,54,14.0,No,,,,Yes,1015.4164860329353,35,N/A
kicad-projects_ili9341-breakout,Yes,260.6937037,0,1.6,Yes,255.30614886186862,2,2.0,No,,,,Yes,261.86908663682215,0,N/A
kicad-workshop_fancyboard,Yes,525.0736398,1,45.23,No,,,,No,,,,Yes,521.1842376071453,8,N/A
kicad_bbb-melzi,Yes,385.285193,0,1.09,No,,,,No,,,,Yes,408.58642433341174,0,N/A
kika-in-space_DS8500,Yes,253.0812904,1,10,Yes,192.8096146085296,10,2.0,No,,,,Yes,248.60240935789372,4,N/A
kika-in-space_analog-test-board,Yes,160.9574567,0,2.95,Yes,136.0407874683007,9,0.1,No,,,,Yes,159.40099227142366,0,N/A
kit2-led-cube_led_cube,Yes,936.1593634492879,3,86.60000000000001,Yes,781.1187607570529,42,8.0,No,,,,Yes,930.3774943381331,22,N/A
kitspace_120-channel-pogo-pin-board,No,,,,Yes,7506.349,477,1777,No,,,,Yes,9159.981,101,N/A
kitspace_120-channel-test-board,No,,,,Yes,3157.228,314,933,No,,,,Yes,2937.942,240,N/A
kitspace_12V5A_breakout,Yes,216.885,0,2.133,Yes,214.7103,0,1,No,,,,Yes,238.7433,0,N/A
kitspace_12_24_boost_converter,Yes,305.1632,0,2.396,Yes,301.6015,1,2,No,,,,Yes,358.2649,0,N/A
kitspace_40-channel-hv-switching-board,No,,,,Yes,6569.622,611,669,No,,,,Yes,8491.654,469,N/A
kitspace_4_switch_array,Yes,300.7125,0,1.995,Yes,295.456,0,2,No,,,,Yes,321.9207,0,N/A
kitspace_8_switch_array,Yes,567.3269,0,3.948,Yes,554.2278,1,5,No,,,,Yes,608.1346,0,N/A
kitspace_Arduino_uno_sheild,Yes,1000.935,0,3.721,Yes,976.0498,24,22,No,,,,Yes,1059.858,3,N/A
kitspace_BQ25570_Harvester,No,,,,No,,,,No,,,,Yes,193.9856,10,N/A
kitspace_BalthazarKeyboard3-keycaps,Yes,7929.922,39,1070.346,No,,,,No,,,,Yes,8214.701,34,N/A
kitspace_BalthazarPSU3,Yes,1107.659,20,10.74,No,,,,No,,,,Yes,1126.156,26,N/A
kitspace_Brk40p,Yes,648.5487,7,15.001,Yes,684.6751,49,5,No,,,,Yes,646.5093,0,N/A
kitspace_CA3306E,No,,,,Yes,781.1895,27,23,No,,,,Yes,787.5478,7,N/A
kitspace_CH330,No,,,,No,,,,No,,,,Yes,75.65507,4,N/A
kitspace_CO2,Yes,747.4039,10,63.048,No,,,,No,,,,Yes,753.3162,18,N/A
kitspace_ChaosLooper,Yes,897.4739,2,13.031,Yes,789.8898,23,44,No,,,,Yes,994.9279,15,N/A
kitspace_CocoMixtape_UGM_Kicad,No,,,,No,,,,No,,,,Yes,837.3069,3,N/A
kitspace_Control%20Board,Yes,6773.06,9,243.448,Yes,6463.44,110,240,No,,,,Yes,8261.445,146,N/A
kitspace_DIY_detector,Yes,382.1234,0,3.962,Yes,338.2365,1,2,No,,,,Yes,433.8376,0,N/A
kitspace_Driverino-Shield,Yes,1412.495,24,123.492,No,,,,No,,,,Yes,1465.02,23,N/A
kitspace_EEZ%20DIB%20MCU%20r1B2,No,,,,Yes,9468.223,1002,13921,No,,,,Yes,11050.02,591,N/A
kitspace_ESP8266-PowerMonitor,Yes,419.3742,1,5.827,No,,,,No,,,,Yes,437.6241,4,N/A
kitspace_ESPTINY86_Mixtape_version2,No,,,,Yes,1414.047,56,225,No,,,,Yes,1904.514,71,N/A
kitspace_GPSMux,Yes,227.623,2,9.19,Yes,187.8622,15,12,No,,,,Yes,209.5555,8,N/A
kitspace_Heltec_Node,Yes,1025.112,5,33.198,Yes,1045.375,6,68,No,,,,Yes,1107.185,17,N/A
kitspace_LED%20Zappelin,Yes,1953.861,0,12.696,No,,,,No,,,,Yes,2693.777,2,N/A
kitspace_Lcr_addon,Yes,816.4293,0,5.102,No,,,,No,,,,Yes,890.4041,8,N/A
kitspace_Minisumo_V2.1,No,,,,Yes,964.6022,48,22,No,,,,Yes,1122.471,23,N/A
kitspace_Mixtape_Barebone,Yes,237.6418,2,3.736,Yes,232.4936,10,1,No,,,,Yes,318.2599,0,N/A
kitspace_OSO-BOOK-C1,No,,,,No,,,,No,,,,Yes,2440.703,76,N/A
kitspace_Oak,Yes,2138.545,47,15.671,No,,,,No,,,,Yes,2297.805,71,N/A
kitspace_OpenSpritzer_1.3,No,,,,No,,,,No,,,,Yes,1067.271,4,N/A
kitspace_OtterCastAmp,No,,,,No,,,,No,,,,Yes,7375.521,758,N/A
kitspace_OtterCastAudioV2,No,,,,No,,,,No,,,,Yes,1811.681,140,N/A
kitspace_OtterPill,No,,,,No,,,,No,,,,Yes,920.6384,140,N/A
kitspace_OtterPillG,Yes,778.1182,23,955.766,No,,,,No,,,,Yes,782.1726,47,N/A
kitspace_OtterScreen,No,,,,No,,,,No,,,,Yes,765.5757,31,N/A
kitspace_OutlineChaos,Yes,931.7827,3,10.999,Yes,820.601,24,23,No,,,,Yes,998.25,15,N/A
kitspace_PCBs,Yes,594.3423,2,12.085,Yes,501.1521,15,4,No,,,,Yes,651.5621,7,N/A
kitspace_PIS,Yes,418.6584,0,4.015,No,,,,No,,,,Yes,433.4057,0,N/A
kitspace_PSLab,No,,,,No,,,,No,,,,Yes,3399.391,174,N/A
kitspace_PWR,No,,,,No,,,,No,,,,Yes,367.4689,3,N/A
kitspace_Potentiometer_mount_16LED,Yes,1473.899,1,7.954,Yes,1485.171,35,27,No,,,,Yes,1549.258,0,N/A
kitspace_Potentiometer_mount_24LED,Yes,3283.441,6,63.431,Yes,2994.482,106,91,No,,,,Yes,3690.615,1,N/A
kitspace_Potentiometer_mount_4LED,Yes,202.7886,0,1.681,Yes,190.6489,0,1,No,,,,Yes,209.5331,0,N/A
kitspace_Potentiometer_mount_8LED,Yes,313.2294,0,1.863,Yes,313.1928,1,4,No,,,,Yes,1072.326,0,N/A
kitspace_RPi_shield,Yes,331.7107,0,2.154,Yes,331.1271,0,4,No,,,,Yes,332.6083,0,N/A
kitspace_Spikeling_ESP32,Yes,2440.774,8,4.733,No,,,,No,,,,Yes,3010.076,31,N/A
kitspace_Spikeling_V2.1,No,,,,No,,,,No,,,,Yes,3415.274,13,N/A
kitspace_Spikeling_V2.2,Yes,2705.957,5,6.649,No,,,,No,,,,Yes,3231.759,15,N/A
kitspace_Spikeling_V2.2c,Yes,2598.511,1,5.403,No,,,,No,,,,Yes,3042.819,25,N/A
kitspace_T32_ref,Yes,2049.561,49,614.668,Yes,1766.102,151,23,No,,,,Yes,2227.592,108,N/A
kitspace_TS100C,No,,,,No,,,,No,,,,Yes,578.1859,33,N/A
kitspace_TuneShroom,Yes,1217.563,36,45.237,Yes,1081.405,56,42,No,,,,Yes,1202.136,59,N/A
kitspace_USB-C-Screen-Adapter,No,,,,No,,,,No,,,,Yes,1223.694,175,N/A
kitspace_USB-C-Screen-Adapter-LDR6023SS,No,,,,No,,,,No,,,,Yes,910.4717,49,N/A
kitspace_USB-LED-Otter,No,,,,No,,,,No,,,,Yes,207.5254,16,N/A
kitspace_USBI2C01,No,,,,Yes,454.0291,24,31,No,,,,Yes,518.4106,9,N/A
kitspace_USBee32-S2,No,,,,No,,,,No,,,,Yes,1553.023,50,N/A
kitspace_Unifying,No,,,,Yes,3705.565,414,1702,No,,,,Yes,3588.638,103,N/A
kitspace_XassetteAsterisk,No,,,,No,,,,No,,,,Yes,4016.345,145,N/A
kitspace__autosave-nunchuk_breakout,Yes,150.2095,0,2.071,No,,,,No,,,,Yes,150.2065,1,N/A
kitspace__autosave-postcard,Yes,539.1987,6,2.439,No,,,,No,,,,Yes,560.9462,8,N/A
kitspace_antenna_analyser,Yes,1168.487,0,6.358,No,,,,No,,,,Yes,1303.278,0,N/A
kitspace_aquarius,Yes,2486.086,33,225.155,No,,,,No,,,,Yes,2603.355,91,N/A
kitspace_ardfpga,Yes,2573.011,50,1200.083,No,,,,No,,,,Yes,2892.593,148,N/A
kitspace_bbq10breakout,Yes,232.8654,4,20.318,Yes,184.6513,16,16,No,,,,Yes,245.3114,10,N/A
kitspace_beehive,Yes,1647.358,0,3.664,Yes,1611.071,17,25,No,,,,Yes,1709.274,0,N/A
kitspace_bobbycar,Yes,499.7979,1,2.848,No,,,,No,,,,Yes,483.2585,4,N/A
kitspace_bomanz,Yes,646.9985,7,39.207,No,,,,No,,,,Yes,672.8185,23,N/A
kitspace_cseduinov4,Yes,519.5868,0,3.851,No,,,,No,,,,Yes,582.4605,2,N/A
kitspace_d20_r0.1,No,,,,No,,,,No,,,,Yes,1315.729,209,N/A
kitspace_d20_tri_r0.2,No,,,,Yes,2572.987,711,142,No,,,,Yes,2886.431,243,N/A
kitspace_d20_tri_r0.3,No,,,,Yes,2560.759,695,144,No,,,,Yes,2891.453,242,N/A
kitspace_d20_tri_r1.0,No,,,,Yes,4926.452,1091,311,No,,,,Yes,2891.453,242,N/A
kitspace_dropbot-front-panel,No,,,,Yes,8067.131,506,1006,No,,,,Yes,8554.583,190,N/A
kitspace_dropbot_control_board,Yes,3030.204,38,1011.725,No,,,,No,,,,Yes,3192.882,84,N/A
kitspace_dynamixel_shield,Yes,873.5319,3,12.697,No,,,,No,,,,Yes,1032.388,20,N/A
kitspace_esp8266,Yes,597.85,0,4.441,No,,,,No,,,,Yes,725.4169,8,N/A
kitspace_esp8266-12-breakout,Yes,599.3216,7,17.873,Yes,507.8892,40,10,No,,,,Yes,601.3254,16,N/A
kitspace_esptiny86_Stompbox,Yes,1146.059,19,51.661,No,,,,No,,,,Yes,1377.913,39,N/A
kitspace_f-91w,No,,,,No,,,,No,,,,Yes,626.1135,68,N/A
kitspace_fast_diode_pcb,Yes,155.0897,0,2.049,No,,,,No,,,,Yes,165.4648,0,N/A
kitspace_filaSens,Yes,421.1874,3,11.41,Yes,360.2237,26,3,No,,,,Yes,423.6844,10,N/A
kitspace_firefly,Yes,1958.878,2,470.496,No,,,,No,,,,Yes,2112.573,12,N/A
kitspace_flypi,Yes,2521.772,17,10.104,No,,,,No,,,,Yes,2629.415,68,N/A
kitspace_flypi_v2,Yes,1869.425,0,10.104,No,,,,No,,,,Yes,1951.975,0,N/A
kitspace_gas_sensor,Yes,238.103,0,2.068,Yes,229.3264,1,1,No,,,,Yes,255.9054,0,N/A
kitspace_glasgow,No,,,,No,,,,No,,,,Yes,5310.618,411,N/A
kitspace_grove_adaptor,Yes,17.66184,0,1.243,Yes,16.73935,0,0.1,Yes,29,28,31743 (RL)+1029 (MCTS),Yes,17.12132,0,N/A
kitspace_hack,No,,,,No,,,,No,,,,Yes,656.6051,26,N/A
kitspace_hbridge_driver,Yes,571.1198,0,3.969,Yes,561.3793,2,4,No,,,,Yes,650.2265,0,N/A
kitspace_hp_led_switch,Yes,551.016,0,3.273,Yes,540.8316,3,5,No,,,,Yes,611.9374,0,N/A
kitspace_hum_temp_sensor,Yes,87.82527,0,1.589,Yes,87.64298,0,0.1,No,,,,Yes,108.4245,0,N/A
kitspace_ideal_diode,Yes,222.4085,1,7.095,No,,,,No,,,,Yes,196.9506,3,N/A
kitspace_ir_sensor,Yes,228.2666,0,1.505,Yes,226.2039,0,2,No,,,,Yes,229.4374,0,N/A
kitspace_led_driver,Yes,598.485,1,8.669,No,,,,No,,,,Yes,658.1077,5,N/A
kitspace_level_shifter,Yes,464.231,0,2.788,Yes,443.5656,0,3,No,,,,Yes,469.1038,0,N/A
kitspace_lpa96,No,,,,No,,,,No,,,,Yes,4953.048,309,N/A
kitspace_minisumo_v3,Yes,2922.306,34,15.898,No,,,,No,,,,Yes,3164.465,55,N/A
kitspace_mppt-1210-hus,No,,,,No,,,,No,,,,Yes,3234.224,212,N/A
kitspace_neotron-32,Yes,7422.571,15,350.951,No,,,,No,,,,Yes,8890.093,35,N/A
kitspace_nunchuk_breakout,Yes,155.5234,0,2.13,No,,,,No,,,,Yes,189.5396,5,N/A
kitspace_parasite,No,,,,No,,,,No,,,,Yes,533.0011,26,N/A
kitspace_peltier,Yes,641.5262,0,4.663,Yes,633.996,5,6,No,,,,Yes,709.6838,0,N/A
kitspace_piezo_amplifier,Yes,3674.96,17,6.802,Yes,3396.078,75,104,No,,,,Yes,3675.012,17,N/A
kitspace_pmt_combiner,Yes,586.8748,0,2.815,No,,,,No,,,,Yes,676.3899,4,N/A
